unit_id,page,section_path,table_name,row_header,unit,unit_type,text
annual_cscec_2025_report_field_001546,133,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,到期日,千元,financial_field,到期日；2025-08-25；2025-08-25；2025-08-08；2025-09-23；2025-09-16；2025-09-17；2025-09-19；2025-10-15；2025-10-17
annual_cscec_2025_report_field_001547,133,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,起息日,千元,financial_field,起息日；2025-08-22；2025-08-22；2025-08-07；2025-09-22；2025-09-15；2025-09-16；2025-09-18；2025-10-13；2025-10-15
annual_cscec_2025_report_field_001548,134,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,利率,千元,financial_field,"利率(%)；敬请参阅本报告第八节“财务报告”财务报表附注五、36“一年内到期的非流动负债”,附注五、39“应付债券”等相关内容。；1,500,000.00；500,000.00；1,000,000.00；3,000,000.00；3,000,000.00；3,000,000.00；2,000,000.00；600,000.00"
annual_cscec_2025_report_field_001549,134,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,发行规模,千元,financial_field,发行规模╱；当前规模；2031-04-10；2027-01-10；2026-08-28；2026-10-11；2031-01-15；2026-04-17；2026-06-19；2026-04-24
annual_cscec_2025_report_field_001550,134,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,到期日,千元,financial_field,到期日；2026-04-10；2026-04-15；2026-01-06；2026-01-14；2026-01-15；2026-01-19；2026-01-22；2026-01-26；2026-01-29
annual_cscec_2025_report_field_001551,134,第七节 债券相关情况 > 7. 非金融企业债务融资工具其他情况的说明,非金融企业债务融资工具其他情况,起息日,千元,financial_field,起息日；2026-04-09；2026-04-14；2026-01-05；2026-01-13；2026-01-14；2026-01-16；2026-01-21；2026-01-23；2026-01-28
annual_cscec_2025_report_field_001552,135,第七节 债券相关情况 > 二、 可转换公司债券情况,可转换公司债券情况,资产负债率,千元,financial_field,资产负债率(%)；增加1.1个百分点
annual_cscec_2025_report_field_001553,135,第七节 债券相关情况 > 二、 可转换公司债券情况,可转换公司债券情况,总负债,千元,financial_field,总负债增加；76.9；75.8；EBITDA全部债务比(%)；减少2.5个百分点；全部债务增加；11.2；13.7；利息保障倍数；持平
annual_cscec_2025_report_field_001554,138,审计报告 > 2.净资产收益率和每股收益,2.净资产收益率和每股收益,所有者权益,,financial_field,合并股东权益变动表；13；-；14；合并现金流量表；15；-；16；公司资产负债表；17
annual_cscec_2025_report_field_001555,138,审计报告 > 2.净资产收益率和每股收益,2.净资产收益率和每股收益,所有者权益,,financial_field,公司股东权益变动表；21；-；22；公司现金流量表；23；-；24；财务报表附注；25
annual_cscec_2025_report_field_001556,138,审计报告 > 2.净资产收益率和每股收益,2.净资产收益率和每股收益,加权平均净资产收益率,,financial_field,2.净资产收益率和每股收益；1
annual_cscec_2025_report_field_001557,139,审计报告 > 三、关键审计事项,认为对本年财务报表,所有者权益,,financial_field,"司资产负债表,2025年度的合并及公司利润表、股东权益变动表和现金流量表以及相；关财务报表附注。；计准则的规定编制,公允反映了中国建筑股份有限公司2025年12月31日的合并及公司；财务状况以及2025年度的合并及公司经营成果和现金流量。"
annual_cscec_2025_report_field_001558,140,审计报告 > 三、关键审计事项（续）,露信息见财务报表,营业收入,,financial_field,"工程承包合同收入确认的会计政策和披；根据已发生合同成本和合同预计总成；露信息见财务报表附注三、25及35以及；本重新计算履约进度,并根据预计总；附注五、53。"
annual_cscec_2025_report_field_001559,140,审计报告 > 三、关键审计事项（续）,露信息见财务报表,营业收入,,financial_field,我们同时关注了对工程承包合同收入披露；的充分性。；2
annual_cscec_2025_report_field_001560,163,审计报告 > 二、 财务报表的编制基础,财务报表,期末总股本,,financial_field,"本公司的总股本为约413亿元,每股面值1元。截至2025年12月31日,中建集团；持有本公司股份数量约为2,384,373万股,约占本公司已发行总股份的57.70%。；本财务报表业经本公司董事会于2026年4月17日决议批准报出。"
annual_cscec_2025_report_field_001561,164,审计报告 > 三、 重要会计政策及会计估计,年度的合并及公司财务报表,营业收入,,financial_field,"收款项及合同资产的预期信用损失的计量、存货计价方法、收入确认和计量；等。；1.；遵循企业会计准则的声明；本集团2025年度的合并及公司财务报表符合企业会计准则的要求,真实、完整；地反映了本公司及本集团于2025年12月31日财务状况以及2025年度的经营成果；和现金流量。；2.；会计期间；本集团会计年度采用公历年度,即每年自1月1日起至12月31日止。"
annual_cscec_2025_report_field_001562,164,审计报告 > 三、 重要会计政策及会计估计,年度的合并及公司财务报表,营业收入,,financial_field,"子公司资产总额、营业收入或利润总额之一占合并财务报；表相应项目5%以上的,或者虽不具有财务重大性,但；重要的子公司；在风险、报酬及战略等方面于集团具有重要影响"
annual_cscec_2025_report_field_001563,164,审计报告 > 三、 重要会计政策及会计估计,年度的合并及公司财务报表,所有者权益,,financial_field,存在重要少数股东权益的子公司；子公司的少数股东权益占集团净资产0.5%以上；重要的合营企业和联营企业；资产1%以上；重要的商誉和商誉减值准备；单项商誉金额大于5亿元、商誉减值准备大于2亿元；26
annual_cscec_2025_report_field_001564,166,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,所有者权益,,financial_field,"不丧失控制权情况下,少数股东权益发生变化作为权益性交易。；同时,从本集团的角度对该交易予以调整。；7.；合营安排分类及共同经营；资产享有权利的合营安排。"
annual_cscec_2025_report_field_001565,166,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,额确认共同承担的负债；确认出售其享有的共同经营产出份额所产生的收入；；及按其份额确认共同经营发生的费用。；28
annual_cscec_2025_report_field_001566,167,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"中的收入和费用项目,采用交易发生当期平均汇率（除非汇率波动使得采用该；算。；列报。；29"
annual_cscec_2025_report_field_001567,169,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,利率,,financial_field,资产采用实际利率法确认利息收入。除利息收入、减值损失及汇兑差额确认为；益。；31
annual_cscec_2025_report_field_001568,170,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"其变动计入其他综合收益的金融资产,仅将相关股利收入（明确作为投资成本；以公允价值计量且其变动计入当期损益的金融资产；动计入当期损益。；（3） 金融负债分类和计量"
annual_cscec_2025_report_field_001569,170,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,利率,,financial_field,"对于此类金融负债,采用实际利率法,按照摊余成本进行后续计量。；32"
annual_cscec_2025_report_field_001570,171,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,利率,,financial_field,照摊余成本和实际利率计算利息收入。对于资产负债表日只具有较低信用风险；参见附注十、1。；未来经济状况预测的合理且有依据的信息。；33
annual_cscec_2025_report_field_001571,174,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,的预期信用损失准备金额和初始确认金额扣除按照收入确认原则确定的累计摊；销额后的余额两者孰高者进行后续计量。；（7） 金融资产转移；认该金融资产。
annual_cscec_2025_report_field_001572,175,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,流动资产,,financial_field,持有待售的非流动资产；准）。；37
annual_cscec_2025_report_field_001573,177,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,所有者权益,,financial_field,"益、其他综合收益和利润分配以外股东权益的其他变动,调整长期股权投资的；账面价值并计入股东权益。；14.；投资性房地产；房地产成本。否则,于发生时计入当期损益。"
annual_cscec_2025_report_field_001574,179,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,利率,,financial_field,"加权平均数乘以所占用一般借款的加权平均利率计算确定。；销售状态必要的程序之外的非正常中断、且中断时间连续超过3个月的,暂停借；至资产的购建或者生产活动重新开始。；18.；无形资产；（1） 无形资产使用寿命"
annual_cscec_2025_report_field_001575,179,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"收入金额,超过有权收取可确定金额的现金（或其他金融资产）的差额,确认；41"
annual_cscec_2025_report_field_001576,182,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,所有者权益,,financial_field,"表中立即确认,并在其发生期间通过其他综合收益计入股东权益,后续期间不；的利息费用以及资产上限影响的利息。；（4） 辞退福利"
annual_cscec_2025_report_field_001577,182,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,流动负债,,financial_field,"预期在资产负债表日起一年内需支付的辞退福利,列示为流动负债。；（5） 内退福利；差异于发生时计入当期损益。"
annual_cscec_2025_report_field_001578,184,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"认收入。取得相关商品或服务的控制权,是指能够主导该商品的使用或该服务；的提供并从中获得几乎全部的经济利益。；（1） 工程承包合同收入"
annual_cscec_2025_report_field_001579,184,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,（1） 工程承包合同收入
annual_cscec_2025_report_field_001580,184,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"经发生的成本金额确认收入,直到履约进度能够合理确定为止。；（2） 房地产销售收入"
annual_cscec_2025_report_field_001581,184,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,（2） 房地产销售收入
annual_cscec_2025_report_field_001582,184,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,确定的交付使用时限结束后即确认房地产销售收入的实现。；（3） 勘察设计服务收入
annual_cscec_2025_report_field_001583,184,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"到补偿的,按照已经发生的成本金额确认收入,直到履约进度能够合理确定为；止。；46"
annual_cscec_2025_report_field_001584,185,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,与客户之间的合同产生的收入（续）；（4） 销售商品收入
annual_cscec_2025_report_field_001585,185,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"常在综合考虑了下列因素的基础上,以控制权转移时点确认收入：取得商品的；转移、商品实物资产的转移、客户接受该商品。；（5） 可变对价"
annual_cscec_2025_report_field_001586,185,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"数,但包含可变对价的交易价格不超过在相关不确定性消除时累计已确认收入；极可能不会发生重大转回的金额。；（6） 重大融资成分"
annual_cscec_2025_report_field_001587,185,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,利率,,financial_field,间的差额在合同期间内采用实际利率法摊销。对于预计客户取得商品或服务控；成分。；（7） 质保义务；集团按照附注三、22进行会计处理。对于为向客户保证所销售的商品符合既定
annual_cscec_2025_report_field_001588,185,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"价格分摊至服务类质量保证,并在客户取得服务控制权时确认收入。在评估质；行任务的性质等因素。；47"
annual_cscec_2025_report_field_001589,186,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,与客户之间的合同产生的收入（续）；（8） 主要责任人/代理人
annual_cscec_2025_report_field_001590,186,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"收对价总额确认收入；否则,本集团为代理人,按照预期有权收取的佣金或手；（9） 政府和社会资本合作（以下称“PPP”）业务相关收入的确认；（1）本集团在合同约定的运营期间内代表政府方使用PPP项目资产提供公共产；品和服务；；（2）本集团在合同约定的期间内就其提供的公共产品和服务获得补偿。；同时符合下列条件（以下简称“双控制”）："
annual_cscec_2025_report_field_001591,186,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"价的权利（该权利仅取决于时间流逝的因素）时,在确认收入的同时确认应收；款项,并按照《企业会计准则第22号——金融工具确认和计量》的规定进行会；计处理。；48"
annual_cscec_2025_report_field_001592,187,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,与客户之间的合同产生的收入（续）；（9） 政府和社会资本合作（以下称“PPP”）业务相关收入的确认（续）
annual_cscec_2025_report_field_001593,187,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"资产的对价金额或确认的建造收入金额确认为无形资产,并按照《企业会计准；则第6号——无形资产》的规定进行会计处理。；14号——收入》确认与运营服务相关的收入。；（10） 建设-转移（以下称“BT”）业务相关收入确认"
annual_cscec_2025_report_field_001594,187,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"入和成本,建造服务收入按照收取或有权收取的对价计量,在确认收入的同时；26.；合同资产与合同负债；示。；（1） 合同资产"
annual_cscec_2025_report_field_001595,188,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,流动资产,,financial_field,"性,分别列报在存货、其他流动资产和其他非流动资产中。；一项资产,除非该资产摊销期限不超过一年。；本集团为履行合同发生的成本,不适用存货、固定资产或无形资产等相关准则；（1） 该成本与一份当前或预期取得的合同直接相关,包括直接人工、直接材；而发生的其他成本；；（2） 该成本增加了企业未来用于履行履约义务的资源；；（3） 该成本预期能够收回。"
annual_cscec_2025_report_field_001596,188,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"本集团对与合同成本有关的资产采用与该资产相关的收入确认相同的基础进行；摊销,计入当期损益。；计提减值准备,并确认为资产减值损失：；（1） 因转让与该资产相关的商品或服务预期能够取得的剩余对价；；（2） 为转让该相关商品或服务估计将要发生的成本。；28.；政府补助"
annual_cscec_2025_report_field_001597,189,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,利率,,financial_field,"性优惠利率计算相关借款费用。；29.；递延所得税；提递延所得税。；（1） 应纳税暂时性差异是在以下交易中产生的：商誉的初始确认,或者具有"
annual_cscec_2025_report_field_001598,192,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"化,在租赁期内按照与租金收入确认相同的基础进行分摊,分期计入当期损；益。；31.；回购股份"
annual_cscec_2025_report_field_001599,192,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,所有者权益,,financial_field,"回购自身权益工具支付的对价和交易费用,减少股东权益。除股份支付之外,；32.；安全生产费；33.；公允价值计量"
annual_cscec_2025_report_field_001600,193,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"响收入、费用、资产和负债的列报金额及其披露,以及资产负债表日或有负债；产或负债的账面价值进行重大调整。；（1） 判断；额具有重大影响的判断：；经营租赁——作为出租人；租赁处理。"
annual_cscec_2025_report_field_001601,194,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,到期日,,financial_field,到期日前的出售原因、时间、频率和价值等进行分析判断。；56
annual_cscec_2025_report_field_001602,195,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"房地产销售收入；根据附注三、25所述的会计政策,本集团在客户获得实物所有权且本集团已获；得现时收款权并很可能收回对价的时点确认。"
annual_cscec_2025_report_field_001603,195,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,该财务担保对开发产品的销售收入确认无重大影响。；权益工具；57
annual_cscec_2025_report_field_001604,197,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,营业收入,,financial_field,"房地产建造的成本于工程在建期间记为存货,并将于房地产销售收入确认后结；59"
annual_cscec_2025_report_field_001605,198,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,利率,,financial_field,况、标的资产情况、租赁期和租赁负债金额等租赁业务具体情况对参考利率进；行调整以得出适用的增量借款利率。；60
annual_cscec_2025_report_field_001606,199,审计报告 > 四、 税项,财务报表,营业收入,,financial_field,"应税收入按相应的税率计算销项税,并按扣除当期；允许抵扣的进项税额后的差额计缴增值税。本集团；2025年度适用税率或征收率包括13%、9%、6%、；5%、3%。；根据2016年财政部和国家税务总局颁发的《营业税；改征增值税试点有关事项的规定》,本集团按简易；计税方式的建筑行业老项目等按应税收入的3%计算"
annual_cscec_2025_report_field_001607,199,审计报告 > 四、 税项,财务报表,营业收入,,financial_field,"计税方式的建筑行业老项目等按应税收入的3%计算；应纳税额以及房地产开发行业的老项目按应税收入；的5%计算应纳税额。；城市维护建设税；-；按实际缴纳的流转税的7%或5%计缴。；企业所得税；-；本集团位于中国内地的企业所得税按应纳税所得额；的25%计缴（除附注四、2所述税收优惠外）,中国"
annual_cscec_2025_report_field_001608,199,审计报告 > 四、 税项,财务报表,营业收入,,financial_field,按房产原值从价计征部分1.2%计缴或房产租金收入；从租计征部分12%计缴。；61
annual_cscec_2025_report_field_001609,209,审计报告 > 五、 合并财务报表主要项目注释,合并财务报表,到期日,,financial_field,"于2025年12月31日,本集团银行存款中到期日为3个月以上的定期存款金额为；6,025,579千元（2024年12月31日：3,537,996千元）。；2025年12月31日,受到限制的货币资金余额为46,448,401千元（2024年12月31；日：61,515,065千元）。；2.；交易性金融资产；2025年12月31日 2024年12月31日；以公允价值计量且其变动计入当期损益"
annual_cscec_2025_report_field_001610,227,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,流动资产,,financial_field,"减：列示于其他非流动资产的合同资产；(附注五、25)；(345,794,506 )；(339,103,493 )；减：列示于无形资产的合同资产；(附注五、21)；(16,694,666 )；(10,654,590 )；合计；588,967,936"
annual_cscec_2025_report_field_001611,230,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,流动资产,,financial_field,"一年内到期的非流动资产；2024年12月31日；2025年12月31日；(经重述)；一年内到期的长期应收款(附注五、13)；42,786,006；55,655,974；一年内到期的债权投资(附注五、12)；3,871,612；5,499,269"
annual_cscec_2025_report_field_001612,230,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,流动资产,,financial_field,"其他流动资产；2024年12月31日；2025年12月31日；(经重述)；待抵扣进项税额等；122,357,751；66,348,032；预缴税金；59,470,718；61,674,474"
annual_cscec_2025_report_field_001613,244,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,营业收入,,financial_field,"收入增长率；收入增长率；中国海外发展；,相关资产组特定风；-3%-2.5%；2%；资产组组合；5年；折现率6.6%；折现率6.6%"
annual_cscec_2025_report_field_001614,244,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,营业收入,,financial_field,"收入增长率；收入增长率；中国建筑兴业；,相关资产组特定风；1%；2.25%；资产组组合；5年；折现率9.58%；折现率9.58%"
annual_cscec_2025_report_field_001615,245,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,现金红利,,financial_field,"协定股息税(注2)；3,009,909；150,495；3,032,891；20,311,512 5,048,108"
annual_cscec_2025_report_field_001616,245,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,营业收入,,financial_field,"BT/PPP项目收入；19,709,597；4,878,900；6,668,660 1,339,918；使用权资产税会差异；5,738,179；1,116,843；668,832；其他；3,594,380"
annual_cscec_2025_report_field_001617,245,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,现金红利,,financial_field,注2：协定股息税为中国海外发展、中国建筑国际集团有限公司等子公司的境内；司的利润按照5%的税率预提的代扣代缴所得税。；（3） 以抵销后净额列示的递延所得税资产或负债；2025年12月31日；2024年12月31日(经重述)；抵销金额 抵销后余额；抵销金额 抵销后余额
annual_cscec_2025_report_field_001618,246,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,流动资产,,financial_field,"其他非流动资产；2025年12月31日 2024年12月31日；合同资产(附注五、9)；351,272,059；343,264,808；其中：PPP项目；239,138,725；239,571,314；质保金；88,246,045"
annual_cscec_2025_report_field_001619,248,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,流动资产,,financial_field,"其他流动资产减值准备；2,608,112；-；2,608,112；218,978；(14,538 )；-；38,929；2,851,481"
annual_cscec_2025_report_field_001620,248,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,流动资产,,financial_field,"一年内到期非流动资产减值准备；915,111；-；915,111；428,107；(406,769 )；-；8,804；945,253"
annual_cscec_2025_report_field_001621,248,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,流动资产,,financial_field,"其他非流动资产减值准备；4,494,585；-；4,494,585；2,176,388；(696,471 )；(16 )；45,637；6,020,123；其他预期信用损失准备"
annual_cscec_2025_report_field_001622,249,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,流动资产,,financial_field,"其他流动资产减值准备；1,668,546；-；1,668,546；942,307；(10,245 )；-；7,504；2,608,112"
annual_cscec_2025_report_field_001623,249,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,流动资产,,financial_field,"一年内到期非流动资产减值准备；853,641；-；853,641；166,165；(168,898 )；(499 )；64,702；915,111"
annual_cscec_2025_report_field_001624,249,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,流动资产,,financial_field,"其他非流动资产减值准备；3,964,097；-；3,964,097；991,185；(593,994 )；(798 )；134,095；4,494,585；其他预期信用损失准备"
annual_cscec_2025_report_field_001625,257,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,流动负债,,financial_field,"一年内到期的非流动负债；2025年12月31日 2024年12月31日；(经重述)；一年内到期的长期借款(附注五、38)；87,656,255；83,563,515；一年内到期的应付债券(附注五、39)；20,315,589；18,371,727；一年内到期的长期应付款(附注五、41)"
annual_cscec_2025_report_field_001626,257,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,流动负债,,financial_field,"一年内到期的其他非流动负债(附注五、45)；2,129,306；2,190,714；其他；23,358；912；合计；127,047,835；120,913,942；37."
annual_cscec_2025_report_field_001627,257,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,流动负债,,financial_field,"其他流动负债；2025年12月31日 2024年12月31日；(经重述)；待转销项税额；139,281,770；96,962,423；吸收存款(附注十二、5)；2,771,738；2,614,523；短期融资券(注1)"
annual_cscec_2025_report_field_001628,258,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,流动负债,,financial_field,其他流动负债（续）；注1：短期融资券信息列示如下：；发行日期 债券期限 年初余额；本年发行；本年偿还 本年计提
annual_cscec_2025_report_field_001629,258,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,利率,,financial_field,"年末余额 年利率；(%)；利息；24中建七局SCP004(科；创票据)；190天 1,000,000；2024/9/2；-；(1,000,000 )；-"
annual_cscec_2025_report_field_001630,259,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,流动负债,,financial_field,其他流动负债（续）；注1：短期融资券信息列示如下：（续）；发行日期 债券期限 年初余额；本年计提
annual_cscec_2025_report_field_001631,259,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,利率,,financial_field,年末余额 年利率；本年发行；本年偿还；(%)；利息；25中建三局SCP003(科；创债)；180天；2025/6/4；-
annual_cscec_2025_report_field_001632,260,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,利率,,financial_field,"于2025年12月31日,上述借款的年利率为1.20%至6.70%（2024年12月31日：；1.20%至7.00%）。；于2025年12月31日及2024年12月31日,本集团将各类资产向银行抵押或质押作；为借款之担保的情况参见附注五、26。；39.；应付债券；（1） 应付债券；2025年12月31日 2024年12月31日；公司债券；44,250,936"
annual_cscec_2025_report_field_001633,271,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,流动负债,,financial_field,"其他非流动负债；2025年12月31日 2024年12月31日；2,129,306；2015年可转换债券之预付投资款(注1)；2,190,714；待转销项税额；66,291；382,842；其他；376,445"
annual_cscec_2025_report_field_001634,271,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,流动负债,,financial_field,"减：一年内到期的非流动负债(附注五、36)；(2,129,306 )；(2,190,714 )；合计；442,736；844,770；注1： 2015年可转换债券之预付投资款相关信息：；框架项下的预付投资款美元3亿元。上述可转换债券的利息自发行日起"
annual_cscec_2025_report_field_001635,271,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,利率,,financial_field,"计算,直至全额偿还或转换之日为止,年利率为LIBOR平均利率加370；个基点。截至2025年12月31日,框架协议项下相关转股条款尚未确定,；Strategic Capital, LLC已累计赎回美元6,700万元。；133"
annual_cscec_2025_report_field_001636,272,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,起息日,,financial_field,"本公司于2023年6月19日至6月20日发行起息日为2023年6月21日,并可于2026年；6月21日及以后期间赎回的2023年度第一期中期票据,发行总额为3,000,000千；元,实际收到3,000,000千元；于2023年7月11日至7月12日发行起息日为2023年7；月13日,并可于2026年7月13日及以后期间赎回的2023年度第二期中期票据,发；行总额为3,000,000千元,实际收到3,000,000千元；本公司于2023年8月10日至8；月11日发行起息日为2023年8月14日,并可于2026年8月14日及以后期间赎回的；2023年度第三期中期票据,发行总额为3,000,000千元,实际收到3,000,000千；定赎回之前长期存续。于该批中期票据第3个和其后每个付息日,本公司有权按"
annual_cscec_2025_report_field_001637,272,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,利率,,financial_field,"该批中期票据于前3个计息年度的票面利率保持不变,其中2023年度第一期中期；票据的年利率为3.24%,2023年度第二期中期票据的年利率为3.14%,2023年度；第三期中期票据的年利率为3.08%。自第4个计息年度起,若本公司不行使赎回；权,年利率每3年以当期基准利率加上初始利差再加上200个基点重置一次。其"
annual_cscec_2025_report_field_001638,272,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,利率,,financial_field,"权,年利率每3年以当期基准利率加上初始利差再加上200个基点重置一次。其；前述强制付息事件是指在付息日前12个月内发生以下情形之一：（1）向普通；股股东分红（按照国有资产管理相关规定上缴国有资本收益除外）；（2）减；减资外）。发行人承诺不存在隐性强制分红情况。；134"
annual_cscec_2025_report_field_001639,275,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,归属于上市公司股东的净利润,,financial_field,"归属于母公司股东的净利润；39,069,002；46,193,694；前期计入其他综合收益本年转入；218,919；(27,525 )；其他；(95,241 )；(9,166 )；减：提取法定盈余公积(附注五、51)"
annual_cscec_2025_report_field_001640,276,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,现金红利,,financial_field,"注2： 根据2025年5月23日股东会决议,本公司向全体股东派发现金股利,每；股0.2715元（含税）,按照利润分配方案实施前公司总股本约413.20亿；股计算,共计约112.18亿元（2024年度：112.98亿元）。；注3： 本公司2025年度合计对永续债计提股息2.84亿元（2024年度：1.52亿；元）。；注4： 提取一般风险准备；本公司下属子公司中建财务有限公司：；根据财政部《金融企业准备金计提管理办法》(财金【2012】20号)的要"
annual_cscec_2025_report_field_001641,277,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,营业收入,,financial_field,营业收入和营业成本；（1） 营业收入和营业成本情况；2025年；2024年(经重述)
annual_cscec_2025_report_field_001642,277,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,营业收入,,financial_field,"收入；成本；主营业务；2,179,168,163 1,965,226,980；2,072,808,802 1,868,302,916；其他业务；6,481,446；9,333,009；7,755,849；8,166,123"
annual_cscec_2025_report_field_001643,277,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,营业收入,,financial_field,营业收入和营业成本按主要经营地区和主要产品及服务类型的分解信息请参见；附注十五、1。；（2） 营业收入分解信息；2025年；房屋建筑工程 基础设施建；房地产开发与；设计勘察；其他；合计；设与投资
annual_cscec_2025_report_field_001644,277,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,营业收入,,financial_field,"主营业务收入；2,072,808,802；- 263,368,383；-；15,001,741；在某一时点转让；278,370,124；-；在某一时段内转让；1,213,589,480 538,571,922"
