field_id,metric,unit,source_page,section_path,table_name,confidence,value_map,source_text
annual_cscec_2025_report_field_c75d50adbd,营业收入,,184,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""1""}",（1） 工程承包合同收入
annual_cscec_2025_report_field_ee455b2783,营业收入,,184,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""2""}","经发生的成本金额确认收入,直到履约进度能够合理确定为止。；（2） 房地产销售收入"
annual_cscec_2025_report_field_28ef0f0371,营业收入,,184,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""2""}",（2） 房地产销售收入
annual_cscec_2025_report_field_e8bd04991c,营业收入,,184,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""3""}",确定的交付使用时限结束后即确认房地产销售收入的实现。；（3） 勘察设计服务收入
annual_cscec_2025_report_field_fc17e34517,营业收入,,184,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""46""}","到补偿的,按照已经发生的成本金额确认收入,直到履约进度能够合理确定为；止。；46"
annual_cscec_2025_report_field_c496ea6a47,营业收入,,185,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""4""}",与客户之间的合同产生的收入（续）；（4） 销售商品收入
annual_cscec_2025_report_field_39649a0ec8,营业收入,,185,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""5""}","常在综合考虑了下列因素的基础上,以控制权转移时点确认收入：取得商品的；转移、商品实物资产的转移、客户接受该商品。；（5） 可变对价"
annual_cscec_2025_report_field_e8002f7646,营业收入,,185,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""6""}","数,但包含可变对价的交易价格不超过在相关不确定性消除时累计已确认收入；极可能不会发生重大转回的金额。；（6） 重大融资成分"
annual_cscec_2025_report_field_3432bb97f5,利率,,185,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""7"", ""v2"": ""22""}",间的差额在合同期间内采用实际利率法摊销。对于预计客户取得商品或服务控；成分。；（7） 质保义务；集团按照附注三、22进行会计处理。对于为向客户保证所销售的商品符合既定
annual_cscec_2025_report_field_0ea2f28a1d,营业收入,,185,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""47""}","价格分摊至服务类质量保证,并在客户取得服务控制权时确认收入。在评估质；行任务的性质等因素。；47"
annual_cscec_2025_report_field_fc5016a8a9,营业收入,,186,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""8""}",与客户之间的合同产生的收入（续）；（8） 主要责任人/代理人
annual_cscec_2025_report_field_5514939b37,营业收入,,186,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""9"", ""v2"": ""1"", ""v3"": ""2""}","收对价总额确认收入；否则,本集团为代理人,按照预期有权收取的佣金或手；（9） 政府和社会资本合作（以下称“PPP”）业务相关收入的确认；（1）本集团在合同约定的运营期间内代表政府方使用PPP项目资产提供公共产；品和服务；；（2）本集团在合同约定的期间内就其提供的公共产品和服务获得补偿。；同时符合下列条件（以下简称“双控制”）："
annual_cscec_2025_report_field_256e713af7,营业收入,,186,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""22"", ""v2"": ""48""}","价的权利（该权利仅取决于时间流逝的因素）时,在确认收入的同时确认应收；款项,并按照《企业会计准则第22号——金融工具确认和计量》的规定进行会；计处理。；48"
annual_cscec_2025_report_field_182cb8d789,营业收入,,187,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""9""}",与客户之间的合同产生的收入（续）；（9） 政府和社会资本合作（以下称“PPP”）业务相关收入的确认（续）
annual_cscec_2025_report_field_2296caadf7,营业收入,,187,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""6"", ""v2"": ""14"", ""v3"": ""10""}","资产的对价金额或确认的建造收入金额确认为无形资产,并按照《企业会计准；则第6号——无形资产》的规定进行会计处理。；14号——收入》确认与运营服务相关的收入。；（10） 建设-转移（以下称“BT”）业务相关收入确认"
annual_cscec_2025_report_field_52f4f20ffd,营业收入,,187,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""26"", ""v2"": ""1""}","入和成本,建造服务收入按照收取或有权收取的对价计量,在确认收入的同时；26.；合同资产与合同负债；示。；（1） 合同资产"
annual_cscec_2025_report_field_17a670892f,流动资产,,188,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""1"", ""v2"": ""2"", ""v3"": ""3""}","性,分别列报在存货、其他流动资产和其他非流动资产中。；一项资产,除非该资产摊销期限不超过一年。；本集团为履行合同发生的成本,不适用存货、固定资产或无形资产等相关准则；（1） 该成本与一份当前或预期取得的合同直接相关,包括直接人工、直接材；而发生的其他成本；；（2） 该成本增加了企业未来用于履行履约义务的资源；；（3） 该成本预期能够收回。"
annual_cscec_2025_report_field_c70832951f,营业收入,,188,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""1"", ""v2"": ""2"", ""v3"": ""28""}","本集团对与合同成本有关的资产采用与该资产相关的收入确认相同的基础进行；摊销,计入当期损益。；计提减值准备,并确认为资产减值损失：；（1） 因转让与该资产相关的商品或服务预期能够取得的剩余对价；；（2） 为转让该相关商品或服务估计将要发生的成本。；28.；政府补助"
annual_cscec_2025_report_field_196e75f553,利率,,189,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""29"", ""v2"": ""1""}","性优惠利率计算相关借款费用。；29.；递延所得税；提递延所得税。；（1） 应纳税暂时性差异是在以下交易中产生的：商誉的初始确认,或者具有"
annual_cscec_2025_report_field_561f061c58,营业收入,,192,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""31""}","化,在租赁期内按照与租金收入确认相同的基础进行分摊,分期计入当期损；益。；31.；回购股份"
annual_cscec_2025_report_field_5c62cdae49,所有者权益,,192,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""32"", ""v2"": ""33""}","回购自身权益工具支付的对价和交易费用,减少股东权益。除股份支付之外,；32.；安全生产费；33.；公允价值计量"
annual_cscec_2025_report_field_40b2e6e28a,营业收入,,193,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""1""}","响收入、费用、资产和负债的列报金额及其披露,以及资产负债表日或有负债；产或负债的账面价值进行重大调整。；（1） 判断；额具有重大影响的判断：；经营租赁——作为出租人；租赁处理。"
annual_cscec_2025_report_field_21b9bdc509,到期日,,194,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""56""}",到期日前的出售原因、时间、频率和价值等进行分析判断。；56
annual_cscec_2025_report_field_4f4a1457de,营业收入,,195,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""25""}","房地产销售收入；根据附注三、25所述的会计政策,本集团在客户获得实物所有权且本集团已获；得现时收款权并很可能收回对价的时点确认。"
annual_cscec_2025_report_field_b97afa8136,营业收入,,195,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""57""}",该财务担保对开发产品的销售收入确认无重大影响。；权益工具；57
annual_cscec_2025_report_field_d87efebdd9,营业收入,,197,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""59""}","房地产建造的成本于工程在建期间记为存货,并将于房地产销售收入确认后结；59"
annual_cscec_2025_report_field_100b6306e4,利率,,198,审计报告 > 三、 重要会计政策及会计估计（续）,制方财务报表,0.58,"{""v1"": ""60""}",况、标的资产情况、租赁期和租赁负债金额等租赁业务具体情况对参考利率进；行调整以得出适用的增量借款利率。；60
annual_cscec_2025_report_field_7a25539701,营业收入,,199,审计报告 > 四、 税项,财务报表,0.58,"{""2025"": ""2025"", ""2016"": ""13%"", ""v1"": ""2025"", ""v2"": ""13%"", ""v3"": ""9%"", ""v4"": ""6%"", ""v5"": ""5%"", ""v6"": ""3%"", ""v7"": ""2016"", ""v8"": ""3%""}","应税收入按相应的税率计算销项税,并按扣除当期；允许抵扣的进项税额后的差额计缴增值税。本集团；2025年度适用税率或征收率包括13%、9%、6%、；5%、3%。；根据2016年财政部和国家税务总局颁发的《营业税；改征增值税试点有关事项的规定》,本集团按简易；计税方式的建筑行业老项目等按应税收入的3%计算"
annual_cscec_2025_report_field_7de6579c70,营业收入,,199,审计报告 > 四、 税项,财务报表,0.58,"{""v1"": ""3%"", ""v2"": ""5%"", ""v3"": ""7%"", ""v4"": ""5%"", ""v5"": ""25%"", ""v6"": ""2""}","计税方式的建筑行业老项目等按应税收入的3%计算；应纳税额以及房地产开发行业的老项目按应税收入；的5%计算应纳税额。；城市维护建设税；-；按实际缴纳的流转税的7%或5%计缴。；企业所得税；-；本集团位于中国内地的企业所得税按应纳税所得额；的25%计缴（除附注四、2所述税收优惠外）,中国"
annual_cscec_2025_report_field_37bb55d4fc,营业收入,,199,审计报告 > 四、 税项,财务报表,0.58,"{""v1"": ""1.2%"", ""v2"": ""12%"", ""v3"": ""61""}",按房产原值从价计征部分1.2%计缴或房产租金收入；从租计征部分12%计缴。；61
annual_cscec_2025_report_field_89d80a3382,到期日,,209,审计报告 > 五、 合并财务报表主要项目注释,合并财务报表,0.58,"{""2025"": ""6,025,579"", ""2024"": ""2024"", ""v1"": ""2025"", ""v2"": ""12"", ""v3"": ""31"", ""v4"": ""3"", ""v5"": ""6,025,579"", ""v6"": ""2024"", ""v7"": ""12"", ""v8"": ""31"", ""v9"": ""3,537,996"", ""v10"": ""2025"", ""v11"": ""12"", ""v12"": ""31"", ""v13"": ""46,448,401"", ""v14"": ""2024"", ""v15"": ""12"", ""v16"": ""31"", ""v17"": ""61,515,065"", ""v18"": ""2"", ""v19"": ""2025"", ""v20"": ""12"", ""v21"": ""31"", ""v22"": ""2024"", ""v23"": ""12"", ""v24"": ""31""}","于2025年12月31日,本集团银行存款中到期日为3个月以上的定期存款金额为；6,025,579千元（2024年12月31日：3,537,996千元）。；2025年12月31日,受到限制的货币资金余额为46,448,401千元（2024年12月31；日：61,515,065千元）。；2.；交易性金融资产；2025年12月31日 2024年12月31日；以公允价值计量且其变动计入当期损益"
annual_cscec_2025_report_field_0bbf1732a2,流动资产,,227,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""v1"": ""25"", ""v2"": ""345,794,506"", ""v3"": ""339,103,493"", ""v4"": ""21"", ""v5"": ""16,694,666"", ""v6"": ""10,654,590"", ""v7"": ""588,967,936""}","减：列示于其他非流动资产的合同资产；(附注五、25)；(345,794,506 )；(339,103,493 )；减：列示于无形资产的合同资产；(附注五、21)；(16,694,666 )；(10,654,590 )；合计；588,967,936"
annual_cscec_2025_report_field_88899fc854,流动资产,,230,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""2024"": ""2024"", ""2025"": ""12"", ""v1"": ""2024"", ""v2"": ""12"", ""v3"": ""31"", ""v4"": ""2025"", ""v5"": ""12"", ""v6"": ""31"", ""v7"": ""13"", ""v8"": ""42,786,006"", ""v9"": ""55,655,974"", ""v10"": ""12"", ""v11"": ""3,871,612"", ""v12"": ""5,499,269""}","一年内到期的非流动资产；2024年12月31日；2025年12月31日；(经重述)；一年内到期的长期应收款(附注五、13)；42,786,006；55,655,974；一年内到期的债权投资(附注五、12)；3,871,612；5,499,269"
annual_cscec_2025_report_field_faf058cd7c,流动资产,,230,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""2024"": ""2024"", ""2025"": ""12"", ""v1"": ""2024"", ""v2"": ""12"", ""v3"": ""31"", ""v4"": ""2025"", ""v5"": ""12"", ""v6"": ""31"", ""v7"": ""122,357,751"", ""v8"": ""66,348,032"", ""v9"": ""59,470,718"", ""v10"": ""61,674,474""}","其他流动资产；2024年12月31日；2025年12月31日；(经重述)；待抵扣进项税额等；122,357,751；66,348,032；预缴税金；59,470,718；61,674,474"
annual_cscec_2025_report_field_3ac89a3281,营业收入,,244,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""v1"": ""-3%"", ""v2"": ""-2.5%"", ""v3"": ""2%"", ""v4"": ""5"", ""v5"": ""6.6%"", ""v6"": ""6.6%""}","收入增长率；收入增长率；中国海外发展；,相关资产组特定风；-3%-2.5%；2%；资产组组合；5年；折现率6.6%；折现率6.6%"
annual_cscec_2025_report_field_0564592064,营业收入,,244,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""v1"": ""1%"", ""v2"": ""2.25%"", ""v3"": ""5"", ""v4"": ""9.58%"", ""v5"": ""9.58%""}","收入增长率；收入增长率；中国建筑兴业；,相关资产组特定风；1%；2.25%；资产组组合；5年；折现率9.58%；折现率9.58%"
annual_cscec_2025_report_field_b5979ab9e9,现金红利,,245,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""v1"": ""2"", ""v2"": ""3,009,909"", ""v3"": ""150,495"", ""v4"": ""3,032,891"", ""v5"": ""20,311,512"", ""v6"": ""5,048,108""}","协定股息税(注2)；3,009,909；150,495；3,032,891；20,311,512 5,048,108"
annual_cscec_2025_report_field_3e3a21793d,营业收入,,245,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""v1"": ""19,709,597"", ""v2"": ""4,878,900"", ""v3"": ""6,668,660"", ""v4"": ""1,339,918"", ""v5"": ""5,738,179"", ""v6"": ""1,116,843"", ""v7"": ""668,832"", ""v8"": ""3,594,380""}","BT/PPP项目收入；19,709,597；4,878,900；6,668,660 1,339,918；使用权资产税会差异；5,738,179；1,116,843；668,832；其他；3,594,380"
annual_cscec_2025_report_field_a53718289d,现金红利,,245,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""2025"": ""2"", ""2024"": ""5%"", ""v1"": ""2"", ""v2"": ""5%"", ""v3"": ""3"", ""v4"": ""2025"", ""v5"": ""12"", ""v6"": ""31"", ""v7"": ""2024"", ""v8"": ""12"", ""v9"": ""31""}",注2：协定股息税为中国海外发展、中国建筑国际集团有限公司等子公司的境内；司的利润按照5%的税率预提的代扣代缴所得税。；（3） 以抵销后净额列示的递延所得税资产或负债；2025年12月31日；2024年12月31日(经重述)；抵销金额 抵销后余额；抵销金额 抵销后余额
annual_cscec_2025_report_field_cdfc0b9aa9,流动资产,,246,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""2025"": ""2025"", ""2024"": ""12"", ""v1"": ""2025"", ""v2"": ""12"", ""v3"": ""31"", ""v4"": ""2024"", ""v5"": ""12"", ""v6"": ""31"", ""v7"": ""9"", ""v8"": ""351,272,059"", ""v9"": ""343,264,808"", ""v10"": ""239,138,725"", ""v11"": ""239,571,314"", ""v12"": ""88,246,045""}","其他非流动资产；2025年12月31日 2024年12月31日；合同资产(附注五、9)；351,272,059；343,264,808；其中：PPP项目；239,138,725；239,571,314；质保金；88,246,045"
annual_cscec_2025_report_field_0a09218950,流动资产,,248,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""v1"": ""2,608,112"", ""v2"": ""2,608,112"", ""v3"": ""218,978"", ""v4"": ""14,538"", ""v5"": ""38,929"", ""v6"": ""2,851,481""}","其他流动资产减值准备；2,608,112；-；2,608,112；218,978；(14,538 )；-；38,929；2,851,481"
annual_cscec_2025_report_field_6c5bdd18dc,流动资产,,248,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""v1"": ""915,111"", ""v2"": ""915,111"", ""v3"": ""428,107"", ""v4"": ""406,769"", ""v5"": ""8,804"", ""v6"": ""945,253""}","一年内到期非流动资产减值准备；915,111；-；915,111；428,107；(406,769 )；-；8,804；945,253"
annual_cscec_2025_report_field_05a55ff53e,流动资产,,248,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""v1"": ""4,494,585"", ""v2"": ""4,494,585"", ""v3"": ""2,176,388"", ""v4"": ""696,471"", ""v5"": ""16"", ""v6"": ""45,637"", ""v7"": ""6,020,123""}","其他非流动资产减值准备；4,494,585；-；4,494,585；2,176,388；(696,471 )；(16 )；45,637；6,020,123；其他预期信用损失准备"
annual_cscec_2025_report_field_7cda9c2bc8,流动资产,,249,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""v1"": ""1,668,546"", ""v2"": ""1,668,546"", ""v3"": ""942,307"", ""v4"": ""10,245"", ""v5"": ""7,504"", ""v6"": ""2,608,112""}","其他流动资产减值准备；1,668,546；-；1,668,546；942,307；(10,245 )；-；7,504；2,608,112"
annual_cscec_2025_report_field_b3003424ed,流动资产,,249,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""v1"": ""853,641"", ""v2"": ""853,641"", ""v3"": ""166,165"", ""v4"": ""168,898"", ""v5"": ""499"", ""v6"": ""64,702"", ""v7"": ""915,111""}","一年内到期非流动资产减值准备；853,641；-；853,641；166,165；(168,898 )；(499 )；64,702；915,111"
annual_cscec_2025_report_field_9fb5f77f21,流动资产,,249,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""v1"": ""3,964,097"", ""v2"": ""3,964,097"", ""v3"": ""991,185"", ""v4"": ""593,994"", ""v5"": ""798"", ""v6"": ""134,095"", ""v7"": ""4,494,585""}","其他非流动资产减值准备；3,964,097；-；3,964,097；991,185；(593,994 )；(798 )；134,095；4,494,585；其他预期信用损失准备"
annual_cscec_2025_report_field_f72685d778,流动负债,,257,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""2025"": ""2025"", ""2024"": ""12"", ""v1"": ""2025"", ""v2"": ""12"", ""v3"": ""31"", ""v4"": ""2024"", ""v5"": ""12"", ""v6"": ""31"", ""v7"": ""38"", ""v8"": ""87,656,255"", ""v9"": ""83,563,515"", ""v10"": ""39"", ""v11"": ""20,315,589"", ""v12"": ""18,371,727"", ""v13"": ""41""}","一年内到期的非流动负债；2025年12月31日 2024年12月31日；(经重述)；一年内到期的长期借款(附注五、38)；87,656,255；83,563,515；一年内到期的应付债券(附注五、39)；20,315,589；18,371,727；一年内到期的长期应付款(附注五、41)"
annual_cscec_2025_report_field_8a2a87a17d,流动负债,,257,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""v1"": ""45"", ""v2"": ""2,129,306"", ""v3"": ""2,190,714"", ""v4"": ""23,358"", ""v5"": ""912"", ""v6"": ""127,047,835"", ""v7"": ""120,913,942"", ""v8"": ""37""}","一年内到期的其他非流动负债(附注五、45)；2,129,306；2,190,714；其他；23,358；912；合计；127,047,835；120,913,942；37."
annual_cscec_2025_report_field_81d9413bba,流动负债,,257,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""2025"": ""2025"", ""2024"": ""12"", ""v1"": ""2025"", ""v2"": ""12"", ""v3"": ""31"", ""v4"": ""2024"", ""v5"": ""12"", ""v6"": ""31"", ""v7"": ""139,281,770"", ""v8"": ""96,962,423"", ""v9"": ""5"", ""v10"": ""2,771,738"", ""v11"": ""2,614,523"", ""v12"": ""1""}","其他流动负债；2025年12月31日 2024年12月31日；(经重述)；待转销项税额；139,281,770；96,962,423；吸收存款(附注十二、5)；2,771,738；2,614,523；短期融资券(注1)"
annual_cscec_2025_report_field_29eac8aa6f,流动负债,,258,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""v1"": ""1""}",其他流动负债（续）；注1：短期融资券信息列示如下：；发行日期 债券期限 年初余额；本年发行；本年偿还 本年计提
annual_cscec_2025_report_field_dff5a313f2,利率,,258,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""2024"": ""24"", ""v1"": ""24"", ""v2"": ""004"", ""v3"": ""190"", ""v4"": ""1,000,000"", ""v5"": ""2024"", ""v6"": ""9"", ""v7"": ""2"", ""v8"": ""1,000,000""}","年末余额 年利率；(%)；利息；24中建七局SCP004(科；创票据)；190天 1,000,000；2024/9/2；-；(1,000,000 )；-"
annual_cscec_2025_report_field_f9e10990d0,流动负债,,259,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""v1"": ""1""}",其他流动负债（续）；注1：短期融资券信息列示如下：（续）；发行日期 债券期限 年初余额；本年计提
annual_cscec_2025_report_field_a0e96c4b1d,利率,,259,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""2025"": ""25"", ""v1"": ""25"", ""v2"": ""003"", ""v3"": ""180"", ""v4"": ""2025"", ""v5"": ""6"", ""v6"": ""4""}",年末余额 年利率；本年发行；本年偿还；(%)；利息；25中建三局SCP003(科；创债)；180天；2025/6/4；-
annual_cscec_2025_report_field_116d3ab97a,利率,,260,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""2025"": ""6.70%"", ""2024"": ""2024"", ""v1"": ""2025"", ""v2"": ""12"", ""v3"": ""31"", ""v4"": ""1.20%"", ""v5"": ""6.70%"", ""v6"": ""2024"", ""v7"": ""12"", ""v8"": ""31"", ""v9"": ""1.20%"", ""v10"": ""7.00%"", ""v11"": ""2025"", ""v12"": ""12"", ""v13"": ""31"", ""v14"": ""2024"", ""v15"": ""12"", ""v16"": ""31"", ""v17"": ""26"", ""v18"": ""39"", ""v19"": ""1"", ""v20"": ""2025"", ""v21"": ""12"", ""v22"": ""31"", ""v23"": ""2024"", ""v24"": ""12"", ""v25"": ""31"", ""v26"": ""44,250,936""}","于2025年12月31日,上述借款的年利率为1.20%至6.70%（2024年12月31日：；1.20%至7.00%）。；于2025年12月31日及2024年12月31日,本集团将各类资产向银行抵押或质押作；为借款之担保的情况参见附注五、26。；39.；应付债券；（1） 应付债券；2025年12月31日 2024年12月31日；公司债券；44,250,936"
annual_cscec_2025_report_field_894b9eda97,流动负债,,271,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""2025"": ""2025"", ""2024"": ""12"", ""2015"": ""31"", ""v1"": ""2025"", ""v2"": ""12"", ""v3"": ""31"", ""v4"": ""2024"", ""v5"": ""12"", ""v6"": ""31"", ""v7"": ""2,129,306"", ""v8"": ""2015"", ""v9"": ""1"", ""v10"": ""2,190,714"", ""v11"": ""66,291"", ""v12"": ""382,842"", ""v13"": ""376,445""}","其他非流动负债；2025年12月31日 2024年12月31日；2,129,306；2015年可转换债券之预付投资款(注1)；2,190,714；待转销项税额；66,291；382,842；其他；376,445"
annual_cscec_2025_report_field_8a960c3c24,流动负债,,271,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""2015"": ""36"", ""v1"": ""36"", ""v2"": ""2,129,306"", ""v3"": ""2,190,714"", ""v4"": ""442,736"", ""v5"": ""844,770"", ""v6"": ""1"", ""v7"": ""2015"", ""v8"": ""3""}","减：一年内到期的非流动负债(附注五、36)；(2,129,306 )；(2,190,714 )；合计；442,736；844,770；注1： 2015年可转换债券之预付投资款相关信息：；框架项下的预付投资款美元3亿元。上述可转换债券的利息自发行日起"
annual_cscec_2025_report_field_1d1c0f4dae,利率,,271,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""2025"": ""370"", ""v1"": ""370"", ""v2"": ""2025"", ""v3"": ""12"", ""v4"": ""31"", ""v5"": ""6,700"", ""v6"": ""133""}","计算,直至全额偿还或转换之日为止,年利率为LIBOR平均利率加370；个基点。截至2025年12月31日,框架协议项下相关转股条款尚未确定,；Strategic Capital, LLC已累计赎回美元6,700万元。；133"
annual_cscec_2025_report_field_7eeb82d91e,起息日,,272,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""2023"": ""2023"", ""2026"": ""21"", ""v1"": ""2023"", ""v2"": ""6"", ""v3"": ""19"", ""v4"": ""6"", ""v5"": ""20"", ""v6"": ""2023"", ""v7"": ""6"", ""v8"": ""21"", ""v9"": ""2026"", ""v10"": ""6"", ""v11"": ""21"", ""v12"": ""2023"", ""v13"": ""3,000,000"", ""v14"": ""3,000,000"", ""v15"": ""2023"", ""v16"": ""7"", ""v17"": ""11"", ""v18"": ""7"", ""v19"": ""12"", ""v20"": ""2023"", ""v21"": ""7"", ""v22"": ""13"", ""v23"": ""2026"", ""v24"": ""7"", ""v25"": ""13"", ""v26"": ""2023"", ""v27"": ""3,000,000"", ""v28"": ""3,000,000"", ""v29"": ""2023"", ""v30"": ""8"", ""v31"": ""10"", ""v32"": ""8"", ""v33"": ""11"", ""v34"": ""2023"", ""v35"": ""8"", ""v36"": ""14"", ""v37"": ""2026"", ""v38"": ""8"", ""v39"": ""14"", ""v40"": ""2023"", ""v41"": ""3,000,000"", ""v42"": ""3,000,000"", ""v43"": ""3""}","本公司于2023年6月19日至6月20日发行起息日为2023年6月21日,并可于2026年；6月21日及以后期间赎回的2023年度第一期中期票据,发行总额为3,000,000千；元,实际收到3,000,000千元；于2023年7月11日至7月12日发行起息日为2023年7；月13日,并可于2026年7月13日及以后期间赎回的2023年度第二期中期票据,发；行总额为3,000,000千元,实际收到3,000,000千元；本公司于2023年8月10日至8；月11日发行起息日为2023年8月14日,并可于2026年8月14日及以后期间赎回的；2023年度第三期中期票据,发行总额为3,000,000千元,实际收到3,000,000千；定赎回之前长期存续。于该批中期票据第3个和其后每个付息日,本公司有权按"
annual_cscec_2025_report_field_93672dcaeb,利率,,272,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""2023"": ""3.24%"", ""v1"": ""3"", ""v2"": ""2023"", ""v3"": ""3.24%"", ""v4"": ""2023"", ""v5"": ""3.14%"", ""v6"": ""2023"", ""v7"": ""3.08%"", ""v8"": ""4"", ""v9"": ""3"", ""v10"": ""200""}","该批中期票据于前3个计息年度的票面利率保持不变,其中2023年度第一期中期；票据的年利率为3.24%,2023年度第二期中期票据的年利率为3.14%,2023年度；第三期中期票据的年利率为3.08%。自第4个计息年度起,若本公司不行使赎回；权,年利率每3年以当期基准利率加上初始利差再加上200个基点重置一次。其"
annual_cscec_2025_report_field_8c72be96ab,利率,,272,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""v1"": ""3"", ""v2"": ""200"", ""v3"": ""12"", ""v4"": ""1"", ""v5"": ""2"", ""v6"": ""134""}","权,年利率每3年以当期基准利率加上初始利差再加上200个基点重置一次。其；前述强制付息事件是指在付息日前12个月内发生以下情形之一：（1）向普通；股股东分红（按照国有资产管理相关规定上缴国有资本收益除外）；（2）减；减资外）。发行人承诺不存在隐性强制分红情况。；134"
annual_cscec_2025_report_field_85df5b8b0b,归属于上市公司股东的净利润,,275,审计报告 > 五、 合并财务报表主要项目注释（续）,合并财务报表,0.58,"{""v1"": ""39,069,002"", ""v2"": ""46,193,694"", ""v3"": ""218,919"", ""v4"": ""27,525"", ""v5"": ""95,241"", ""v6"": ""9,166"", ""v7"": ""51""}","归属于母公司股东的净利润；39,069,002；46,193,694；前期计入其他综合收益本年转入；218,919；(27,525 )；其他；(95,241 )；(9,166 )；减：提取法定盈余公积(附注五、51)"
